ID or #		Start	End
============================
gene0		42	1370
gene1		1647	2747
gene3		3799	4905
gene4		5020	7464
gene5		7533	8369
gene6		8553	9359
gene7		9637	10830
gene8		10983	11654
gene9		11740	12501
gene10		12548	12970
gene11		12974	13387
gene47		60522	61679
gene99		115874	117076
gene108		124901	126067
gene111		128387	128953
gene112		129014	130213
gene152		179324	180178
gene172		201511	205254
gene173		205414	206049
gene174		206159	206656
gene175		206882	207799
gene176		208123	208755
gene177		208771	209247
gene178		209308	209823
gene179		209838	211838
gene180		212163	212591
gene181		212613	213512
gene183		214966	217038
gene184		217229	217840
gene185		217918	218928
gene186		218987	219802
gene187		220043	220840
gene188		221062	222471
gene189		222745	223083
gene190		223106	224548
gene191		224813	225868
gene192		225861	227288
gene193		227656	228258
gene194		228307	228954
gene223		257092	258102
gene224		258167	258325
gene226		259852	260496
gene227		260493	262166
gene228		262176	262679
gene229		262976	263692
gene230		263876	264418
gene231		264510	264941
gene370		420255	421160
gene371		421410	422294
gene372		422358	423140
gene373		423185	423946
gene374		424047	424421
gene375		424613	425986
gene376		425910	426944
gene377		426994	427719
gene413		466790	468523
gene414		468752	469693
gene415		469780	471408
gene416		471896	473479
gene417		473524	475707
gene418		475710	477467
gene419		477464	479413
gene420		479410	482019
gene421		482041	482226
gene422		482344	484506
gene423		484523	485155
gene441		509160	510680
gene442		510692	511282
gene443		511642	512130
gene444		512253	513368
gene449		517339	517758
gene450		517755	518039
gene451		518036	518542
gene452		518539	520080
gene453		520077	520451
gene454		520451	523279
gene462		530800	531726
gene463		531936	532265
gene485		548649	549119
gene496		560689	561099
gene497		561099	561443
gene498		561906	563828
gene499		563897	564799
gene500		564897	566087
gene522		587304	588671
gene605		687191	687886
gene611		694915	697794
gene619		710819	712717
gene620		712862	713530
gene621		713535	714584
gene622		714615	715352
gene623		715383	716297
gene624		716489	717289
gene640		732575	733030
gene641		733027	733518
gene642		733641	734729
gene643		734726	736375
gene644		736462	737223
gene645		737243	738304
gene657		755358	756404
gene658		756570	757901
gene659		757898	758383
gene660		758387	760447
gene661		760444	761562
gene667		767539	768744
gene668		768911	769972
gene720		831652	832389
gene721		832439	833254
gene722		833346	833996
gene723		834090	834887
gene755		869081	869797
gene761		874936	875466
gene769		879496	881364
gene770		881373	882848
gene771		882845	884356
gene772		884346	885431
gene773		885431	886807
gene903		1026928	1027347
gene904		1027534	1028088
gene905		1028153	1029238
gene906		1029546	1031279
gene907		1031539	1032948
gene908		1033291	1034988
gene909		1035187	1035660
gene910		1035665	1036150
gene911		1036135	1036302
gene912		1036661	1037881
gene913		1038104	1038448
gene914		1038445	1039041
gene915		1039153	1040430
gene916		1040427	1041056
gene917		1041056	1041322
gene918		1041408	1042637
gene919		1042619	1043401
gene920		1043434	1043952
gene922		1046058	1047143
gene923		1047121	1048419
gene924		1048485	1050173
gene925		1050191	1050823
gene926		1050823	1051692
gene927		1051696	1051772
gene928		1051938	1052897
gene929		1053006	1053641
gene930		1053693	1054274
gene931		1054352	1055443
gene932		1055598	1055683
gene933		1055713	1055786
gene934		1055820	1055895
gene936		1057239	1057314
gene937		1057364	1057771
gene938		1057785	1058342
gene939		1058541	1058969
gene940		1058973	1059671
gene941		1060214	1060747
gene942		1060802	1061167
gene943		1061459	1065610
gene944		1065711	1069925
gene945		1070144	1070518
gene946		1070531	1070998
gene947		1071136	1073253
gene950		1076182	1076292
gene951		1076460	1076795
gene952		1076807	1077457
gene953		1077470	1078075
gene954		1078072	1078386
gene955		1078397	1079224
gene956		1079231	1079500
gene957		1079513	1079848
gene958		1079866	1080600
gene959		1080606	1081019
gene960		1081019	1081204
gene961		1081216	1081485
gene962		1081500	1081868
gene963		1081884	1082201
gene964		1082213	1082755
gene965		1082774	1083079
gene966		1083291	1083683
gene967		1083699	1084226
gene968		1084318	1084677
gene969		1084837	1085379
gene970		1085372	1085563
gene971		1085568	1086011
gene972		1086019	1087383
gene973		1087716	1088072
gene974		1088083	1088475
gene975		1088491	1089117
gene976		1089171	1090169
gene977		1090350	1090733
gene1006		1123795	1125876
gene1007		1126027	1128198
gene1026		1149751	1150758
gene1027		1150893	1151654
gene1028		1151805	1151881
gene1029		1151924	1152000
gene1030		1152033	1152109
gene1031		1152203	1152278
gene1109		1224659	1224982
gene1110		1224988	1229910
gene1123		1245340	1246632
gene1165		1295798	1296403
gene1166		1296405	1297058
gene1167		1297068	1298486
gene1192		1338821	1340488
gene1193		1340485	1341249
gene1194		1341349	1343076
gene1195		1343299	1344015
gene1196		1344008	1345297
gene1197		1345468	1345959
gene1198		1346028	1346285
gene1199		1346288	1347097
gene1200		1347133	1347879
gene1201		1347883	1348482
gene1202		1348719	1349915
gene1203		1349915	1350556
gene1204		1350907	1352088
gene1205		1352185	1352556
gene1206		1352559	1353233
gene1207		1353309	1354106
gene1208		1354223	1354405
gene1209		1354402	1354686
gene1210		1354843	1355712
gene1211		1355837	1357039
gene1212		1357295	1358524
gene1213		1358577	1359491
gene1214		1359532	1360122
gene1215		1360290	1360775
gene1216		1361035	1362228
gene1217		1362338	1362850
gene1218		1363084	1363989
gene1219		1364059	1364829
gene1220		1364895	1365323
gene1221		1365437	1365841
gene1222		1365841	1368807
gene1223		1369100	1369420
gene1224		1369433	1369693
gene1225		1369940	1371007
gene1226		1371099	1371368
gene1227		1371485	1373077
gene1228		1373263	1374315
gene1229		1374322	1377153
gene1343		1511115	1512164
gene1344		1512279	1512614
gene1353		1520225	1522789
gene1354		1522882	1523760
gene1355		1523771	1524118
gene1356		1524275	1525345
gene1357		1525363	1526145
gene1358		1526142	1526687
gene1359		1526684	1527979
gene1360		1527976	1528860
gene1361		1528860	1530089
gene1362		1530107	1531105
gene1363		1531328	1532161
gene1364		1532158	1532721
gene1365		1532780	1533148
gene1366		1533234	1534022
gene1367		1534636	1535064
gene1382		1550862	1552427
gene1383		1552525	1552659
gene1384		1552643	1552738
gene1385		1552788	1553150
gene1386		1553147	1554064
gene1387		1554193	1555509
gene1396		1564173	1565459
gene1397		1565489	1566280
gene1398		1566306	1566764
gene1399		1566761	1567774
gene1400		1568187	1570553
gene1401		1570637	1571983
gene1402		1572010	1573200
gene1403		1573203	1574030
gene1404		1574027	1574785
gene1405		1574803	1575360
gene1406		1575548	1576270
gene1407		1576377	1577900
gene1408		1578178	1579056
gene1409		1579226	1580023
gene1411		1581151	1581528
gene1412		1581522	1582556
gene1413		1582553	1584904
gene1414		1584921	1585691
gene1415		1585700	1586224
gene1416		1586542	1587318
gene1417		1587315	1589924
gene1418		1590285	1591142
gene1419		1591335	1591691
gene1420		1591937	1593067
gene1421		1593363	1595057
gene1422		1595125	1596231
gene1435		1613078	1613164
gene1487		1673032	1674696
gene1488		1674834	1675865
gene1489		1675787	1675963
gene1490		1675964	1676482
gene1491		1676624	1678549
gene1492		1678710	1679837
gene1495		1682563	1682757
gene1496		1683204	1684607
gene1497		1684604	1685689
gene1498		1685673	1687361
gene1499		1687451	1688350
gene1500		1688592	1690361
gene1501		1690358	1690960
gene1502		1691227	1691820
gene1503		1692034	1693476
gene1504		1693588	1694802
gene1505		1694845	1697817
gene1506		1697854	1698783
gene1507		1698780	1700273
gene1516		1709105	1710091
gene1517		1710088	1710963
gene1518		1710960	1711322
gene1519		1711706	1712263
gene1520		1712349	1713320
gene1534		1730566	1730652
gene1571		1768029	1769396
gene1572		1769568	1770839
gene1573		1770873	1773002
gene1574		1773066	1773596
gene1575		1773683	1774345
gene1576		1774501	1775037
gene1577		1775080	1775610
gene1578		1775662	1776279
gene1579		1776326	1776586
gene1580		1776587	1776688
gene1581		1776727	1777059
gene1582		1777279	1778022
gene1583		1778191	1779060
gene1584		1779433	1780146
gene1589		1782005	1783399
gene1590		1783604	1783942
gene1591		1784349	1784780
gene1592		1784792	1785022
gene1593		1785210	1785659
gene1594		1785869	1789372
gene1595		1789429	1790160
gene1596		1790167	1790550
gene1597		1790732	1791868
gene1725		1937981	1938982
gene1726		1939043	1939543
gene1727		1939578	1940246
gene1728		1940230	1941570
gene1729		1941563	1941781
gene1730		1941843	1942469
gene1731		1942479	1943606
gene1732		1943713	1944474
gene1733		1944668	1946173
gene1734		1946555	1948444
gene1735		1948609	1948851
gene1795		2008791	2011694
gene1796		2011786	2014158
gene1797		2014155	2015648
gene1798		2015695	2017032
gene1799		2017118	2018545
gene1821		2044078	2045343
gene1822		2045324	2046055
gene1823		2046052	2047335
gene1824		2047529	2048233
gene1825		2048372	2049280
gene1826		2049277	2050329
gene1827		2050326	2051381
gene1828		2051387	2052154
gene1829		2052157	2052441
gene1830		2052936	2054468
gene1831		2054603	2054679
gene1893		2134370	2135584
gene1894		2135777	2136691
gene1895		2137074	2138063
gene1896		2138267	2139784
gene1897		2139925	2141061
gene1898		2141063	2141692
gene1899		2141700	2143880
gene1900		2143893	2144762
gene1901		2144939	2146621
gene1902		2146770	2147168
gene1903		2147576	2150344
gene1904		2150492	2150740
gene1905		2150737	2151147
gene1906		2151198	2153789
gene1907		2153984	2154829
gene1908		2155234	2157423
gene1909		2157601	2158677
gene1910		2158674	2159270
gene1911		2159273	2160133
gene1912		2160376	2162757
gene1913		2162841	2163224
gene1914		2163677	2164159
gene1915		2164295	2165080
gene1933		2202704	2204713
gene1934		2204747	2205112
gene1935		2205109	2205417
gene1937		2206710	2207492
gene1938		2207494	2208468
gene1939		2208475	2209215
gene1950		2219350	2221008
gene1951		2221011	2221637
gene1952		2221637	2222029
gene1953		2222065	2222832
gene1954		2222829	2223713
gene1955		2223700	2225400
gene1957		2228164	2229294
gene1959		2231797	2234718
gene1960		2234775	2235101
gene1961		2235098	2237977
gene1962		2238251	2239042
gene1963		2239056	2239325
gene1989		2265065	2266174
gene1990		2266292	2267776
gene1991		2267769	2268152
gene1992		2268161	2269564
gene1993		2269781	2270413
gene1994		2270482	2271048
gene1995		2271048	2271341
gene1996		2271350	2271763
gene1997		2271914	2273239
gene1998		2273513	2274712
gene1999		2275030	2276235
gene2000		2276235	2278109
gene2001		2278121	2279299
gene2002		2279301	2280419
gene2003		2280430	2281122
gene2004		2281161	2281946
gene2006		2282722	2283477
gene2007		2283622	2284845
gene2008		2284877	2285542
gene2009		2285580	2285987
gene2010		2285991	2286392
gene2011		2286726	2287670
gene2012		2288021	2288665
gene2013		2288732	2289043
gene2014		2289059	2289391
gene2015		2289558	2290784
gene2016		2290899	2292620
gene2017		2292624	2294717
gene2166		2478035	2478110
gene2167		2478158	2478233
gene2168		2478325	2478786
gene2169		2478795	2479337
gene2170		2479392	2480525
gene2171		2480522	2484031
gene2313		2634416	2635312
gene2314		2635372	2638509
gene2315		2638536	2639372
gene2316		2639369	2640253
gene2317		2640250	2641620
gene2318		2641624	2643279
gene2319		2643347	2646334
gene2320		2646468	2647490
gene2329		2655205	2656353
gene2330		2656580	2657224
gene2331		2657221	2657916
gene2332		2658011	2658763
gene2333		2658760	2658930
gene2334		2658927	2659397
gene2335		2659599	2661506
gene2336		2661499	2662101
gene2337		2662098	2662529
gene2338		2662529	2663542
gene2361		2690300	2690794
gene2362		2690972	2692396
gene2363		2692662	2693099
gene2364		2693096	2694346
gene2385		2713040	2715157
gene2386		2715154	2716083
gene2387		2716135	2716899
gene2388		2717017	2717850
gene2456		2794346	2795731
