ID or #		Start	End
============================
gene0		4	1839
gene1		1856	2677
gene2		2976	4091
gene3		4216	5670
gene4		6361	7323
gene5		7374	8312
gene6		8376	8939
gene7		8943	9983
gene8		9980	10831
gene9		10828	11718
gene10		11693	12475
gene11		12842	13567
gene12		13769	14605
gene13		14738	15331
gene14		15354	16652
gene15		16649	18823
gene16		18938	20710
gene19		29134	29772
gene20		29777	30286
gene21		30361	31134
gene22		31092	31967
gene23		31971	32804
gene24		32806	33810
gene25		34238	35137
gene26		35858	36484
gene27		36635	37144
gene28		37658	38068
gene29		38226	38678
gene30		38843	39430
gene31		39522	40628
gene32		41323	42099
gene33		42634	42837
gene34		43175	44008
gene35		44048	44836
gene36		45840	46589
gene37		46629	47489
gene38		47898	48743
gene39		48833	49198
gene40		49195	49602
gene41		49599	50387
gene42		50670	51698
gene43		51698	52714
gene44		52764	53939
gene45		53941	55437
gene46		55455	56495
gene47		56601	57782
gene48		57804	58550
gene49		59093	59803
gene50		59815	60720
gene51		60710	61663
gene52		61744	63300
gene53		63440	64171
gene54		64513	64938
gene56		66691	66981
gene57		67149	67832
gene58		69023	70225
gene59		70929	71270
gene60		71267	71668
gene61		71661	72218
gene62		72220	72711
gene63		72751	73572
gene66		79343	79975
gene67		79965	80984
gene68		81406	82302
gene69		84729	85592
gene70		88561	89823
gene71		90984	91490
gene72		91755	92606
gene73		92603	94096
gene74		94086	94790
gene75		95044	95727
gene76		95981	96346
gene77		96343	96783
gene78		96780	98174
gene79		99745	100365
gene80		100650	101654
gene81		101774	102826
gene82		102851	103540
gene83		103630	104952
gene84		105068	106009
gene85		106191	107492
gene86		108095	109453
gene87		109611	110603
gene88		110604	112859
gene89		112923	113723
