ID or #		Start	End
============================
gene2		2976	4091
gene5		7374	8312
gene6		8376	8939
gene10		11693	12475
gene11		12842	13567
gene13		14738	15331
gene19		29134	29772
gene20		29777	30286
gene25		34238	35137
gene27		36635	37144
gene28		37658	38068
gene29		38226	38678
gene32		41323	42099
gene33		42634	42837
gene36		45840	46589
gene37		46629	47489
gene39		48833	49198
gene40		49195	49602
gene43		51698	52714
gene48		57804	58550
gene49		59093	59803
gene54		64513	64938
gene56		66691	66981
gene57		67149	67832
gene58		69023	70225
gene60		71267	71668
gene68		81406	82302
gene72		91755	92606
gene76		95981	96346
gene77		96343	96783
gene79		99745	100365
gene80		100650	101654
gene81		101774	102826
gene82		102851	103540
gene83		103630	104952
gene84		105068	106009
