##gff-version 3
#!gff-spec-version 1.20
#!processor NCBI annotwriter
##sequence-region NC_010063.1 1 27041
##species http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=451516
NC_010063.1	RefSeq	region	1	27041	.	+	.	ID=id0;Dbxref=taxon:451516;Is_circular=true;gbkey=Src;genome=plasmid;mol_type=genomic DNA;note=derived from methicillin-resistant clonal population USA300;plasmid-name=pUSA300HOUMR;strain=TCH1516;sub-species=aureus
NC_010063.1	RefSeq	gene	232	1215	.	+	.	ID=gene0;Name=repA;Dbxref=GeneID:5774802;gbkey=Gene;gene=repA;locus_tag=USA300HOU_pUSA300HOUMR0001
NC_010063.1	RefSeq	CDS	232	1215	.	+	0	ID=cds0;Name=YP_001569048.1;Parent=gene0;Dbxref=Genbank:YP_001569048.1,GeneID:5774802;gbkey=CDS;product=replication protein A;protein_id=YP_001569048.1;transl_table=11
NC_010063.1	RefSeq	gene	1235	1516	.	+	.	ID=gene1;Name=replication protein;Dbxref=GeneID:5774826;description=replication protein;gbkey=Gene;gene=replication protein;locus_tag=USA300HOU_pUSA300HOUMR0002;pseudo=true
NC_010063.1	RefSeq	gene	2071	2220	.	+	.	ID=gene2;Name=USA300HOU_pUSA300HOUMR0003;Dbxref=GeneID:5774823;gbkey=Gene;locus_tag=USA300HOU_pUSA300HOUMR0003
NC_010063.1	RefSeq	CDS	2071	2220	.	+	0	ID=cds1;Name=YP_001569049.1;Parent=gene2;Dbxref=Genbank:YP_001569049.1,GeneID:5774823;gbkey=CDS;product=hypothetical protein;protein_id=YP_001569049.1;transl_table=11
NC_010063.1	RefSeq	gene	2388	3080	.	-	.	ID=gene3;Name=USA300HOU_pUSA300HOUMR0004;Dbxref=GeneID:5774829;gbkey=Gene;locus_tag=USA300HOU_pUSA300HOUMR0004
NC_010063.1	RefSeq	CDS	2388	3080	.	-	0	ID=cds2;Name=YP_001569050.1;Parent=gene3;Dbxref=Genbank:YP_001569050.1,GeneID:5774829;gbkey=CDS;product=hypothetical protein;protein_id=YP_001569050.1;transl_table=11
NC_010063.1	RefSeq	gene	3190	3384	.	+	.	ID=gene4;Name=USA300HOU_pUSA300HOUMR0005;Dbxref=GeneID:5774804;gbkey=Gene;locus_tag=USA300HOU_pUSA300HOUMR0005
NC_010063.1	RefSeq	CDS	3190	3384	.	+	0	ID=cds3;Name=YP_001569051.1;Parent=gene4;Dbxref=Genbank:YP_001569051.1,GeneID:5774804;gbkey=CDS;product=hypothetical protein;protein_id=YP_001569051.1;transl_table=11
