##gff-version 3
#!gff-spec-version 1.20
#!processor NCBI annotwriter
##sequence-region NC_008570.1 1 4744448
##species http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=380703
NC_008570.1	RefSeq	region	1	4744448	.	+	.	ID=id0;Dbxref=ATCC:7966,taxon:380703;Is_circular=true;gbkey=Src;genome=chromosome;mol_type=genomic DNA;note=type strain of Aeromonas hydrophila subsp. hydrophila ATCC 7966;strain=ATCC 7966;sub-species=hydrophila
NC_008570.1	RefSeq	gene	223	1593	.	+	.	ID=gene0;Name=dnaA;Dbxref=GeneID:4490513;gbkey=Gene;gene=dnaA;locus_tag=AHA_0001
NC_008570.1	RefSeq	CDS	223	1593	.	+	0	ID=cds0;Name=YP_854527.1;Parent=gene0;Note=binds to the dnaA-box as an ATP-bound complex at the origin of replication during the initiation of chromosomal replication%3B can also affect transcription of multiple genes including itself.;Dbxref=Genbank:YP_854527.1,GeneID:4490513;gbkey=CDS;product=chromosomal replication initiation protein;protein_id=YP_854527.1;transl_table=11
NC_008570.1	RefSeq	gene	1677	2780	.	+	.	ID=gene1;Name=dnaN;Dbxref=GeneID:4490514;gbkey=Gene;gene=dnaN;locus_tag=AHA_0002
NC_008570.1	RefSeq	CDS	1677	2780	.	+	0	ID=cds1;Name=YP_854529.1;Parent=gene1;Note=identified by match to protein family HMM PF00712%3B match to protein family HMM PF02767%3B match to protein family HMM PF02768%3B match to protein family HMM TIGR00663;Dbxref=Genbank:YP_854529.1,GeneID:4490514;gbkey=CDS;product=DNA polymerase III subunit beta;protein_id=YP_854529.1;transl_table=11
NC_008570.1	RefSeq	gene	2783	3886	.	+	.	ID=gene2;Name=recF;Dbxref=GeneID:4490515;gbkey=Gene;gene=recF;locus_tag=AHA_0003
NC_008570.1	RefSeq	CDS	2783	3886	.	+	0	ID=cds2;Name=YP_854530.1;Parent=gene2;Note=identified by match to protein family HMM PF02463%3B match to protein family HMM TIGR00611;Dbxref=Genbank:YP_854530.1,GeneID:4490515;gbkey=CDS;product=DNA replication and repair protein RecF;protein_id=YP_854530.1;transl_table=11
NC_008570.1	RefSeq	gene	3883	6294	.	+	.	ID=gene3;Name=gyrB;Dbxref=GeneID:4490516;gbkey=Gene;gene=gyrB;locus_tag=AHA_0004
NC_008570.1	RefSeq	CDS	3883	6294	.	+	0	ID=cds3;Name=YP_854532.1;Parent=gene3;Note=identified by similarity to SP:P06982%3B match to protein family HMM PF00204%3B match to protein family HMM PF00986%3B match to protein family HMM PF01751%3B match to protein family HMM PF02518%3B match to protein family HMM TIGR01059;Dbxref=Genbank:YP_854532.1,GeneID:4490516;gbkey=CDS;product=DNA gyrase subunit B;protein_id=YP_854532.1;transl_table=11
NC_008570.1	RefSeq	gene	6409	6786	.	-	.	ID=gene4;Name=AHA_0005;Dbxref=GeneID:4490517;gbkey=Gene;locus_tag=AHA_0005
