##gff-version 3
#!gff-spec-version 1.20
#!processor NCBI annotwriter
##sequence-region NC_009007.1 1 114045
##species http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=272943
NC_009007.1	RefSeq	region	1	114045	.	+	.	ID=id0;Name=A;Dbxref=ATCC:BAA-808,taxon:272943;gbkey=Src;genome=plasmid;mol_type=genomic DNA;plasmid-name=A;strain=2.4.1%3B ATCC BAA-808
NC_009007.1	RefSeq	gene	4	1839	.	+	.	ID=gene0;Name=RSP_3838;Dbxref=GeneID:4796555;gbkey=Gene;locus_tag=RSP_3838
NC_009007.1	RefSeq	CDS	4	1839	.	+	0	ID=cds0;Name=YP_001033800.1;Parent=gene0;Note=Citation: Zhong%2C Z. et. al. %282003%29 Plasmid%2C 49:233- 252.;Dbxref=Genbank:YP_001033800.1,GeneID:4796555;gbkey=CDS;product=capsule polysaccharide export protein;protein_id=YP_001033800.1;transl_table=11
NC_009007.1	RefSeq	gene	1856	2677	.	+	.	ID=gene1;Name=rkpS;Dbxref=GeneID:4796487;gbkey=Gene;gene=rkpS;locus_tag=RSP_3839
NC_009007.1	RefSeq	CDS	1856	2677	.	+	0	ID=cds1;Name=YP_001033801.1;Parent=gene1;Note=Citation: Finan%2C T. M. et. al. %282001%29 Proc. Natl.Acad. Sci. USA 98: 9889-9894.;Dbxref=Genbank:YP_001033801.1,GeneID:4796487;gbkey=CDS;gene=rkpS;product=ABC polysaccharide export transporter%2C ATPase subunit;protein_id=YP_001033801.1;transl_table=11
NC_009007.1	RefSeq	gene	2976	4091	.	-	.	ID=gene2;Name=RSP_7084;Dbxref=GeneID:4796509;gbkey=Gene;locus_tag=RSP_7084
NC_009007.1	RefSeq	CDS	2976	4091	.	-	0	ID=cds2;Name=YP_001033802.1;Parent=gene2;Note=similar to predicted transcriptional regulator;Dbxref=Genbank:YP_001033802.1,GeneID:4796509;gbkey=CDS;product=ParB-like nuclease;protein_id=YP_001033802.1;transl_table=11
NC_009007.1	RefSeq	gene	4216	5670	.	-	.	ID=gene3;Name=repA;Dbxref=GeneID:4796457;gbkey=Gene;gene=repA;locus_tag=RSP_3840
NC_009007.1	RefSeq	CDS	4216	5670	.	-	0	ID=cds3;Name=YP_001033803.1;Parent=gene3;Note=Citation: Zhong%2C Z. et. al. %282003%29 Plasmid%2C 49:233- 252.  Freiberg%2C C. et. al. %281997%29 Nature%2C 387:394-401.;Dbxref=Genbank:YP_001033803.1,GeneID:4796457;gbkey=CDS;gene=repA;product=ATPase%2C ParA type;protein_id=YP_001033803.1;transl_table=11
NC_009007.1	RefSeq	gene	6361	7323	.	+	.	ID=gene4;Name=RSP_6257;Dbxref=GeneID:4796511;gbkey=Gene;locus_tag=RSP_6257
