##gff-version 3
#!gff-spec-version 1.20
#!processor NCBI annotwriter
##sequence-region NC_007488.2 1 114179
##species http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=272943
NC_007488.2	RefSeq	region	1	114179	.	+	.	ID=id0;Name=B;Dbxref=ATCC:BAA-808,taxon:272943;Is_circular=true;gbkey=Src;genome=plasmid;mol_type=genomic DNA;plasmid-name=B;strain=2.4.1%3B ATCC BAA-808
NC_007488.2	RefSeq	gene	59	1421	.	+	.	ID=gene0;Name=y4bF;Note=IMG reference gene:2512957465;Dbxref=GeneID:3711796;gbkey=Gene;gene=y4bF;locus_tag=RSP_4040;pseudo=true
NC_007488.2	RefSeq	gene	1733	2095	.	+	.	ID=gene1;Name=RSP_4039;Note=IMG reference gene:2512957466;Dbxref=GeneID:3711797;gbkey=Gene;locus_tag=RSP_4039
NC_007488.2	RefSeq	CDS	1733	2095	.	+	0	ID=cds0;Name=YP_345167.1;Parent=gene1;Note=IMG reference gene:2512957466%7EPFAM: Protein of unknown function%2C DUF583;Dbxref=InterPro:IPR007607,Genbank:YP_345167.1,GeneID:3711797;gbkey=CDS;product=Integral membrane protein CcmA involved in cell shape determination;protein_id=YP_345167.1;transl_table=11
NC_007488.2	RefSeq	gene	2659	3468	.	+	.	ID=gene2;Name=glpR;Note=IMG reference gene:2512957467;Dbxref=GeneID:3711798;gbkey=Gene;gene=glpR;locus_tag=RSP_4038
NC_007488.2	RefSeq	CDS	2659	3468	.	+	0	ID=cds1;Name=YP_345168.2;Parent=gene2;Note=IMG reference gene:2512957467%7EPFAM: Bacterial regulatory proteins%2C deoR family%3B DeoR-like helix-turn-helix domain%7Etruncated by 6 aa;Dbxref=InterPro:IPR001034,InterPro:IPR011991,InterPro:IPR014036,InterPro:IPR018356,Genbank:YP_345168.2,GeneID:3711798;gbkey=CDS;gene=glpR;product=transcriptional regulator%2C DeoR family;protein_id=YP_345168.2;transl_table=11
NC_007488.2	RefSeq	gene	3642	4931	.	+	.	ID=gene3;Name=RSP_4037;Note=IMG reference gene:2512957468;Dbxref=GeneID:3711799;gbkey=Gene;locus_tag=RSP_4037
NC_007488.2	RefSeq	CDS	3642	4931	.	+	0	ID=cds2;Name=YP_345169.1;Parent=gene3;Note=IMG reference gene:2512957468%7EPFAM: Bacterial extracellular solute-binding protein;Dbxref=InterPro:IPR006059,Genbank:YP_345169.1,GeneID:3711799;gbkey=CDS;product=carbohydrate ABC transporter substrate-binding protein%2C CUT1 family;protein_id=YP_345169.1;transl_table=11
NC_007488.2	RefSeq	gene	5076	5912	.	+	.	ID=gene4;Name=RSP_7366;Note=IMG reference gene:2512957469;Dbxref=GeneID:3711800;gbkey=Gene;locus_tag=RSP_7366
NC_007488.2	RefSeq	CDS	5076	5912	.	+	0	ID=cds3;Name=YP_345170.1;Parent=gene4;Note=IMG reference gene:2512957469%7EPFAM: Binding-protein-dependent transport system inner membrane component;Dbxref=InterPro:IPR000515,Genbank:YP_345170.1,GeneID:3711800;gbkey=CDS;product=carbohydrate ABC transporter membrane protein 1%2C CUT1 family;protein_id=YP_345170.1;transl_table=11
NC_007488.2	RefSeq	gene	5912	6724	.	+	.	ID=gene5;Name=RSP_4035;Note=IMG reference gene:2512957470;Dbxref=GeneID:3711801;gbkey=Gene;locus_tag=RSP_4035
NC_007488.2	RefSeq	CDS	5912	6724	.	+	0	ID=cds4;Name=YP_345171.1;Parent=gene5;Note=IMG reference gene:2512957470%7EPFAM: Binding-protein-dependent transport system inner membrane component;Dbxref=InterPro:IPR000515,Genbank:YP_345171.1,GeneID:3711801;gbkey=CDS;product=carbohydrate ABC transporter membrane protein 2%2C CUT1 family;protein_id=YP_345171.1;transl_table=11
NC_007488.2	RefSeq	gene	6757	7815	.	+	.	ID=gene6;Name=RSP_4034;Note=IMG reference gene:2512957471;Dbxref=GeneID:3711802;gbkey=Gene;locus_tag=RSP_4034
NC_007488.2	RefSeq	CDS	6757	7815	.	+	0	ID=cds5;Name=YP_345172.1;Parent=gene6;Note=IMG reference gene:2512957471%7EPFAM: ABC transporter%3B TOBE domain;Dbxref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR008995,InterPro:IPR013611,InterPro:IPR017871,Genbank:YP_345172.1,GeneID:3711802;gbkey=CDS;product=carbohydrate ABC transporter ATP-binding protein%2C CUT1 family;protein_id=YP_345172.1;transl_table=11
NC_007488.2	RefSeq	gene	7843	8856	.	+	.	ID=gene7;Name=tdh;Note=IMG reference gene:2512957472;Dbxref=GeneID:3711803;gbkey=Gene;gene=tdh;locus_tag=RSP_4033
