ID or #		Start	End
============================
gene8		7210	7881
gene9		7944	8156
gene10		8156	8569
gene11		8777	9229
gene12		9162	9515
gene13		9512	10957
gene14		11008	11403
gene31		25976	26329
gene32		26326	26748
gene33		26791	26994
gene57		47658	49148
gene58		49160	50008
gene59		50015	50350
gene60		50382	51632
gene61		51803	52087
gene66		55011	56138
gene67		56603	57781
gene68		58191	59003
gene69		59003	60010
gene70		60054	61292
gene71		61699	61959
gene72		62194	62571
gene73		62573	63450
gene74		63998	65215
